,modo_llegada,modo_salida,pesoKG,tiempoMin,tiempoHoras
6764,barco,tren,113824,38.30062140628584,0
6765,tren,barco,728171,106.8834766470421,1
6766,tren,barco,720880,110.11089315227184,1
6767,tren,barco,669560,122.63563829341038,2
6768,tren,barco,680989,89.42565870300123,1
6769,barco,tren,409570,65.81234522757492,1
6770,barco,tren,976179,89.7838650094618,1
6771,barco,tren,160872,39.510041307351386,0
6772,tren,barco,720285,104.0856135820932,1
6773,tren,barco,126665,44.548677363442486,0
6774,barco,tren,106883,38.332134942290445,0
6775,tren,barco,770497,97.08188197013143,1
6776,barco,tren,576829,82.71216838527104,1
6777,barco,tren,189204,51.447667822952724,0
6778,barco,tren,421958,62.656256381184924,1
6779,barco,tren,392783,64.248018798797,1
6780,barco,tren,368844,68.1165194396012,1
6781,tren,barco,684781,96.63394309714822,1
6782,barco,tren,188113,44.161992546493536,0
6783,tren,barco,190854,46.25571676634222,0
6784,tren,barco,363870,74.90252699144054,1
6785,barco,tren,101829,34.7782659625812,0
6786,tren,barco,571553,83.98034492228504,1
6787,barco,tren,179133,42.318858218975365,0
6788,barco,tren,620516,78.03802698426573,1
6789,tren,barco,944482,112.59664050517664,1
6790,barco,tren,773458,63.35978375654864,1
6791,tren,barco,819128,106.44165045212164,1
6792,tren,barco,250436,60.28978189636119,1
6793,barco,tren,349285,51.95037436707327,0
6794,tren,barco,624856,75.7719671870565,1
6795,barco,tren,599719,74.39160167568258,1
6796,tren,barco,735739,101.60491838578245,1
6797,tren,barco,211649,47.39944033417899,0
6798,tren,barco,377256,54.336617516220215,0
6799,tren,barco,401446,53.00824824127656,0
6800,tren,barco,287352,60.890689539779615,1
6801,tren,barco,368027,55.40018428657717,0
6802,barco,tren,309312,46.331571652769455,0
6803,barco,tren,430057,51.7807243912346,0
6804,tren,barco,256085,51.80996921346289,0
6805,tren,barco,326856,55.20252609131539,0
6806,barco,tren,511703,72.34897314179898,1
6807,tren,barco,246045,65.42023620209197,1
6808,barco,tren,680716,75.18352085207005,1
6809,barco,tren,669428,57.322907490495176,0
6810,tren,barco,703431,99.67071678550673,1
6811,barco,tren,253924,54.08934750453243,0
6812,barco,tren,327968,52.535157039378944,0
6813,tren,barco,187718,50.914626978723014,0
6814,tren,barco,737487,93.6621708856163,1
6815,tren,barco,300267,57.574775421399394,0
6816,barco,tren,719714,91.30450415309734,1
6817,tren,barco,761499,98.90777395209075,1
6818,tren,barco,550062,84.78109391588708,1
6819,barco,tren,171135,42.83351525006971,0
6820,barco,tren,184621,49.15607960714826,0
6821,tren,barco,767435,87.99624324966814,1
6822,barco,tren,841463,108.54828927128366,1
6823,barco,tren,380422,55.73810898062159,0
6824,barco,tren,776285,72.34393004679168,1
6825,barco,tren,923253,73.04521346397487,1
6826,barco,tren,953856,97.33655669417446,1
6827,tren,barco,995117,108.46475089078179,1
6828,barco,tren,851249,114.92020835503631,1
6829,tren,barco,583389,80.19836698565567,1
6830,barco,tren,125040,36.74786041448716,0
6831,barco,tren,337698,58.313463539116306,0
6832,tren,barco,209081,57.78520542365716,0
6833,barco,tren,339101,53.406661950792525,0
6834,barco,tren,219627,54.32071440452684,0
6835,barco,tren,392668,62.733576660987055,1
6836,tren,barco,732836,99.02300823431395,1
6837,barco,tren,504109,50.997354029918284,0
6838,tren,barco,997243,138.60297421823725,2
6839,tren,barco,305204,58.78117312679176,0
6840,barco,tren,945468,118.97200731815515,1
6841,tren,barco,541028,82.04863983561125,1
6842,tren,barco,934710,164.30667083038517,2
6843,barco,tren,962720,90.70047202425181,1
6844,tren,barco,147599,46.342082552252556,0
6845,tren,barco,677840,96.40113262334694,1
6846,tren,barco,514957,54.79724147877111,0
6847,barco,tren,467288,56.457980673054365,0
6848,tren,barco,156310,38.47754212097303,0
6849,tren,barco,762877,87.91873275647163,1
6850,barco,tren,625240,62.34195590794302,1
6851,barco,tren,534418,59.74907417997474,0
6852,tren,barco,978508,126.88861247118172,2
6853,tren,barco,816848,127.1927700231963,2
6854,tren,barco,834847,87.34996474411935,1
6855,barco,tren,352969,49.35157956063202,0
6856,tren,barco,148327,44.41956109757055,0
6857,barco,tren,473374,49.33624347383976,0
6858,tren,barco,841097,102.75457743145935,1
6859,tren,barco,650200,85.90246909755592,1
6860,tren,barco,413180,50.370386130459565,0
6861,barco,tren,959372,118.61839435924217,1
6862,tren,barco,781505,99.92957669551755,1
6863,tren,barco,302863,51.61321025280209,0
6864,tren,barco,473464,95.58132990334231,1
6865,barco,tren,626196,57.70089018618044,0
6866,barco,tren,327420,56.06680653145319,0
6867,barco,tren,158029,46.15660737623961,0
6868,barco,tren,606247,85.55075553530253,1
6869,barco,tren,357444,53.78265228352498,0
6870,tren,barco,929258,146.34405919941116,2
6871,barco,tren,410971,71.28081070349987,1
6872,barco,tren,689584,56.965952830446376,0
6873,barco,tren,761436,70.8307304258461,1
6874,barco,tren,117534,39.704313583705996,0
6875,barco,tren,158600,44.41869462521787,0
6876,tren,barco,427017,73.29018333868038,1
6877,tren,barco,250328,54.88270192271963,0
6878,tren,barco,257190,63.305513148778076,1
6879,barco,tren,756071,80.67367993178242,1
6880,barco,tren,116117,34.71796868517955,0
6881,tren,barco,501260,106.12310974082823,1
6882,tren,barco,466260,59.987172788727094,0
6883,tren,barco,400358,55.63313458248413,0
6884,barco,tren,518914,73.90058548685417,1
6885,barco,tren,721385,99.09107994672372,1
6886,barco,tren,201183,45.401476404776126,0
6887,tren,barco,979176,102.47093140714115,1
6888,barco,tren,990744,91.98526795558561,1
6889,barco,tren,220245,38.634896944906394,0
6890,tren,barco,577103,102.61385398585884,1
6891,tren,barco,671921,78.02779281126004,1
6892,tren,barco,472361,72.87370827393624,1
6893,tren,barco,476268,79.00068456504458,1
6894,tren,barco,829310,119.63351559755301,1
6895,tren,barco,298505,56.30568457477045,0
6896,tren,barco,158133,46.05903242726541,0
6897,barco,tren,701027,95.51864923562869,1
6898,barco,tren,651727,67.45037180485585,1
6899,barco,tren,490288,53.21433967389184,0
6900,tren,barco,167935,45.42758362821356,0
6901,tren,barco,858377,114.97562191257079,1
6902,barco,tren,940630,121.23848401243916,2
6903,barco,tren,488300,75.25523570638741,1
6904,tren,barco,244704,49.340925362135025,0
6905,barco,tren,639104,59.78037725559179,0
6906,tren,barco,150938,38.5824571926617,0
6907,tren,barco,347201,65.25921137167624,1
6908,barco,tren,970255,107.16587117010867,1
6909,barco,tren,731554,67.0992815226324,1
6910,barco,tren,781175,89.19250914455665,1
6911,tren,barco,464758,83.76004728733794,1
6912,tren,barco,933757,104.3880863069973,1
6913,tren,barco,434525,59.21651757256903,0
6914,barco,tren,140357,43.490150374073934,0
6915,barco,tren,817077,118.7407980625142,1
6916,tren,barco,433643,73.83704509275137,1
6917,barco,tren,638637,91.00613710611113,1
6918,barco,tren,333611,56.98100871735383,0
6919,barco,tren,106596,34.352585200065974,0
6920,barco,tren,506463,55.4311761283729,0
6921,tren,barco,823803,134.42914364431294,2
6922,barco,tren,207195,40.26143687986464,0
6923,tren,barco,284257,66.4101775937009,1
6924,barco,tren,477000,56.94112515766458,0
6925,tren,barco,534197,93.77108115653185,1
6926,barco,tren,979542,117.25410932735753,1
6927,tren,barco,532280,89.69482107196555,1
6928,tren,barco,740575,83.82315832771522,1
6929,barco,tren,242068,58.99174685495515,0
6930,barco,tren,895353,88.5557545002539,1
6931,tren,barco,294419,63.418466108929024,1
6932,tren,barco,862632,102.27674957887558,1
6933,barco,tren,433892,48.15700494281148,0
6934,tren,barco,316453,57.45259180621469,0
6935,barco,tren,948427,101.92981398862614,1
6936,tren,barco,934875,131.6679837111832,2
6937,tren,barco,518441,83.70381507020731,1
6938,tren,barco,513199,75.43281400861243,1
6939,tren,barco,651655,82.50410336613632,1
6940,tren,barco,615231,96.04649777393067,1
6941,tren,barco,156611,51.50633540549168,0
6942,barco,tren,649474,94.89471388048634,1
6943,barco,tren,693047,100.62880204260429,1
6944,barco,tren,205039,38.506284031452324,0
6945,tren,barco,247288,52.83164593322286,0
6946,tren,barco,322487,70.9689234666953,1
6947,barco,tren,970026,136.78840283874325,2
6948,barco,tren,895221,88.02810470826932,1
6949,tren,barco,217313,47.65519189380244,0
6950,tren,barco,339960,63.044336600314494,1
6951,barco,tren,301455,60.36546268347876,1
6952,tren,barco,467851,82.17925658285564,1
6953,tren,barco,197013,47.3436850410223,0
6954,tren,barco,778982,79.80583523362591,1
6955,barco,tren,870071,75.53973349950462,1
6956,barco,tren,475171,73.82058253216395,1
6957,tren,barco,682063,83.51538154234281,1
6958,barco,tren,867440,77.396811250049,1
6959,tren,barco,533343,84.06440180695056,1
6960,barco,tren,673182,59.93413487028717,0
6961,tren,barco,718923,105.72365801745234,1
6962,tren,barco,802480,142.6309579329028,2
6963,barco,tren,979822,112.99789058905044,1
6964,tren,barco,874364,130.39893086210657,2
6965,tren,barco,748600,95.5328503954485,1
6966,tren,barco,232567,52.55196059810764,0
6967,tren,barco,714752,88.71222584536953,1
6968,tren,barco,599201,71.58497532730868,1
6969,barco,tren,357155,50.950954897780335,0
6970,barco,tren,953475,87.95718792645589,1
6971,barco,tren,257661,47.49351516937471,0
6972,tren,barco,144732,42.1562300346388,0
6973,tren,barco,844400,148.44197139022097,2
6974,barco,tren,130317,39.58734149171942,0
6975,barco,tren,680117,64.92736632402656,1
6976,barco,tren,510851,67.14753846699143,1
6977,tren,barco,945006,99.95964956818602,1
6978,tren,barco,105658,38.40119573763994,0
6979,tren,barco,795179,128.028500271942,2
6980,barco,tren,971130,109.99751291185764,1
6981,barco,tren,686250,93.71152682761274,1
6982,barco,tren,465544,76.21236579564005,1
6983,barco,tren,608150,67.33277350142936,1
6984,tren,barco,691100,106.55339538833935,1
6985,barco,tren,354548,58.68643414411174,0
6986,barco,tren,798313,90.558456189269,1
6987,tren,barco,750231,104.50064917718866,1
6988,barco,tren,693141,91.46582617824888,1
6989,tren,barco,298844,54.495671495687155,0
6990,barco,tren,849382,89.56579902204246,1
6991,barco,tren,907982,88.64654478424706,1
6992,barco,tren,127633,42.059565536923856,0
6993,barco,tren,924170,77.97483179622176,1
6994,tren,barco,930304,103.69741083506061,1
6995,barco,tren,240628,51.50118979166746,0
6996,barco,tren,945631,98.73012086869679,1
6997,tren,barco,528297,73.93677484053761,1
6998,barco,tren,499371,80.36312856200902,1
6999,barco,tren,611225,71.71140667232868,1
7000,tren,barco,3259921,292.7840289030141,4
7001,barco,tren,2298752,217.65267595097492,3
7002,barco,tren,3971889,316.61194868336815,5
7003,barco,tren,1299095,145.33320574870672,2
7004,tren,barco,7938569,1213.337130062326,20
7005,barco,tren,3547385,253.4548126733595,4
7006,barco,tren,7123332,488.89316041390464,8
7007,barco,tren,3204939,396.1560423493114,6
7008,barco,tren,4939457,241.275454943086,4
7009,tren,barco,8620442,1068.5830939984262,17
7010,barco,tren,8080328,581.559452729372,9
7011,tren,barco,7867088,515.3487487353441,8
7012,barco,tren,1697890,140.72083900196583,2
7013,barco,tren,9104060,758.7207258287104,12
7014,barco,tren,8754193,973.3586563602407,16
7015,barco,tren,8385584,837.7281226035329,13
7016,tren,barco,3326363,494.6326355050761,8
7017,barco,tren,1331164,83.71836279281962,1
7018,tren,barco,4108495,510.5540650825412,8
7019,tren,barco,4027823,401.23014247959105,6
7020,tren,barco,3657141,346.45645425768714,5
7021,tren,barco,3912828,455.6176130173104,7
7022,tren,barco,3072073,268.9798050020664,4
7023,tren,barco,6763226,505.190490999503,8
7024,barco,tren,2323070,305.43045540440477,5
7025,barco,tren,5677120,543.719723398936,9
7026,barco,tren,5161649,296.3994329977969,4
7027,tren,barco,1730266,282.2612565186777,4
7028,tren,barco,8359740,776.5790614378346,12
7029,tren,barco,6876765,929.4124292259133,15
7030,barco,tren,9907331,771.9195243661404,12
7031,tren,barco,6337637,640.6414377883879,10
7032,tren,barco,3792085,546.250263926262,9
7033,barco,tren,9339934,820.9503310005588,13
7034,barco,tren,6995427,509.6882632878504,8
7035,tren,barco,8832881,869.8722618183516,14
7036,barco,tren,4800765,393.3998893501535,6
7037,barco,tren,2925741,206.71891207232542,3
7038,tren,barco,5632301,584.0816210127359,9
7039,tren,barco,4059171,288.9212790683142,4
7040,tren,barco,8287663,678.5979583082836,11
7041,barco,tren,2017510,188.79016342126576,3
7042,tren,barco,3011238,191.02208220518787,3
7043,tren,barco,3512340,323.54808608878767,5
7044,tren,barco,8401953,894.3374497146539,14
7045,tren,barco,2006704,311.55402531212064,5
7046,tren,barco,1799914,237.41414160450626,3
7047,tren,barco,8015802,1035.7340129951513,17
7048,tren,barco,1591760,170.6011507891476,2
7049,barco,tren,3473956,216.70001279108874,3
7050,tren,barco,7639585,711.1287188425821,11
7051,barco,tren,6213388,500.36171235147066,8
7052,tren,barco,7971485,778.4827933794817,12
7053,tren,barco,5616594,485.11723539247896,8
7054,barco,tren,8337002,513.8420929382048,8
7055,barco,tren,5510840,630.5921870474239,10
7056,barco,tren,4363913,244.05931802699243,4
7057,tren,barco,2794024,305.579599931213,5
7058,barco,tren,4467948,385.1400235019723,6
7059,tren,barco,2004309,230.38809216420495,3
7060,tren,barco,2873404,198.15637621126103,3
7061,barco,tren,7105264,611.5535179678178,10
7062,barco,tren,2500634,257.85729648711765,4
7063,tren,barco,2662665,364.4617085108528,6
7064,tren,barco,9150802,714.5213662111481,11
7065,barco,tren,6454864,312.76614450633224,5
7066,tren,barco,8157768,799.0283400913117,13
7067,barco,tren,5783682,550.6032383350401,9
7068,tren,barco,8540200,639.4032837967421,10
7069,barco,tren,4731550,442.06787397660327,7
7070,barco,tren,7087115,689.0376753669931,11
7071,tren,barco,6406947,575.9112837205889,9
7072,tren,barco,1698075,146.43311414781562,2
7073,tren,barco,7398129,858.9510462603682,14
7074,tren,barco,4593236,439.1194039243321,7
7075,tren,barco,6905065,696.6131359248573,11
7076,barco,tren,2669440,252.07504521099216,4
7077,barco,tren,2144109,134.32692155540224,2
7078,tren,barco,1631679,174.82825503183193,2
7079,barco,tren,9436068,632.6575759306425,10
7080,barco,tren,4480260,319.39261989037186,5
7081,barco,tren,3549751,268.63269768994905,4
7082,tren,barco,7366480,771.6310630409544,12
7083,barco,tren,1392320,102.52660338937024,1
7084,tren,barco,3215328,216.6793572594458,3
7085,barco,tren,1920164,216.73082359588193,3
7086,barco,tren,2810872,200.03028644145914,3
7087,barco,tren,3648634,262.7559561731637,4
7088,tren,barco,2685678,297.04571428118084,4
7089,barco,tren,2807799,164.21926868870818,2
7090,tren,barco,3116847,345.4639891508734,5
7091,tren,barco,7577438,945.9816475491623,15
7092,tren,barco,2963486,234.64817288895642,3
7093,tren,barco,6007951,552.9543658109147,9
7094,tren,barco,3920778,381.27972310789335,6
7095,tren,barco,1958536,205.61377897601255,3
7096,barco,tren,2197907,191.0247816857683,3
7097,barco,tren,8950310,701.9184964826368,11
7098,barco,tren,3875135,290.48786993541387,4
7099,tren,barco,8142880,945.3496238811668,15
7100,tren,barco,5269054,400.60974504153376,6
7101,tren,barco,1223755,153.77747030296865,2
7102,barco,tren,5591762,708.9005684506737,11
7103,barco,tren,5501547,477.3300256600779,7
7104,tren,barco,1026502,176.75462042036457,2
7105,tren,barco,6771174,650.6752229888169,10
7106,barco,tren,3598402,351.5429866484623,5
7107,tren,barco,5547813,730.0881627897927,12
7108,barco,tren,6860413,482.40939304402735,8
7109,tren,barco,7594558,397.08953466430364,6
7110,barco,tren,6921579,390.8107640260192,6
7111,tren,barco,1792118,190.78144618819084,3
7112,tren,barco,3037454,319.3561026316241,5
7113,tren,barco,7686710,531.7362972997491,8
7114,tren,barco,9466805,1196.3401069336167,19
7115,barco,tren,5035604,350.46027218882097,5
7116,barco,tren,3380477,331.11345263741026,5
7117,tren,barco,2005192,267.288616512636,4
7118,tren,barco,7771787,534.3943835913135,8
7119,tren,barco,8635128,986.7061842495594,16
7120,tren,barco,4423667,308.4601144418183,5
7121,tren,barco,1471401,195.05640345763652,3
7122,barco,tren,3346098,426.9008286198518,7
7123,barco,tren,1133904,165.29572541957913,2
7124,barco,tren,2047295,124.78579077678046,2
7125,tren,barco,2357867,226.60734556470481,3
7126,tren,barco,6042082,698.5806294021769,11
7127,barco,tren,4202280,317.81954723475883,5
7128,barco,tren,7721140,841.6411279933182,14
7129,tren,barco,8249640,1040.9555234206025,17
7130,tren,barco,3574517,423.64727603350315,7
7131,barco,tren,6317560,507.7463120754101,8
7132,barco,tren,7148802,433.8536293936991,7
7133,tren,barco,5706673,454.84826084890915,7
7134,barco,tren,3668758,230.48086504136947,3
7135,tren,barco,5433460,616.9559634171735,10
7136,barco,tren,2416280,151.54784790762034,2
7137,barco,tren,2690852,198.03179719905356,3
7138,barco,tren,4995251,274.67565390634076,4
7139,barco,tren,3745391,260.6017585708298,4
7140,barco,tren,6480669,371.98396752056897,6
7141,tren,barco,9300405,680.4086083059763,11
7142,barco,tren,5987702,531.6244985103048,8
7143,tren,barco,4104630,686.2724609435292,11
7144,tren,barco,8192329,604.8434107201268,10
7145,barco,tren,8835837,387.9486748225252,6
7146,barco,tren,4261569,347.8823482406493,5
7147,tren,barco,9072171,909.8283672953952,15
7148,barco,tren,4033432,254.07076035692776,4
7149,barco,tren,5947700,415.9078890435942,6
7150,tren,barco,4648968,627.938452594045,10
7151,barco,tren,5284158,373.3358928441697,6
7152,tren,barco,3812540,386.7549414215297,6
7153,tren,barco,1301862,220.4347546010215,3
7154,barco,tren,8654833,584.0360662936218,9
7155,barco,tren,7268779,406.99576019962143,6
7156,barco,tren,2367114,166.7664667952638,2
7157,tren,barco,5831228,491.1043065313881,8
7158,barco,tren,3727885,326.41688732735435,5
7159,barco,tren,4870056,492.4462560847102,8
7160,barco,tren,7754538,560.8196122529783,9
7161,barco,tren,5092271,467.16591048169175,7
7162,barco,tren,5872079,399.70470999444177,6
7163,barco,tren,9948825,481.60918178928875,8
7164,tren,barco,5812007,507.1562654616842,8
7165,barco,tren,8723612,541.7645243916959,9
7166,barco,tren,6557067,525.9518239198171,8
7167,barco,tren,9294136,564.0943979207905,9
7168,tren,barco,3918649,479.626097732436,7
7169,tren,barco,6662709,1093.0705821341355,18
7170,barco,tren,6824225,662.8116467116034,11
7171,tren,barco,3776883,327.1144649117631,5
7172,barco,tren,2584338,199.10722084876144,3
7173,barco,tren,3242886,217.24971152200695,3
7174,barco,tren,5174718,438.56764697045566,7
7175,tren,barco,2645774,303.4878051945346,5
7176,tren,barco,3481249,259.89571567999593,4
7177,barco,tren,5303777,407.26194048029805,6
7178,barco,tren,3097735,139.0241051692459,2
7179,barco,tren,1123362,120.15813090759998,2
7180,barco,tren,2369697,244.71690241781016,4
7181,barco,tren,5001999,293.3362501740924,4
7182,tren,barco,5175634,672.8309836337568,11
7183,tren,barco,1649559,197.25386568031746,3
7184,barco,tren,1655478,184.67880855853633,3
7185,tren,barco,3891666,427.39527532972585,7
7186,barco,tren,9551594,992.3301197567546,16
7187,tren,barco,7137108,641.312234417853,10
7188,tren,barco,8060635,823.7826316022148,13
7189,barco,tren,2043820,198.5404933008689,3
7190,tren,barco,1221241,104.21540840460683,1
7191,barco,tren,6897166,518.1756552078026,8
7192,barco,tren,7955249,401.7747290441462,6
7193,tren,barco,7955173,877.1581597293251,14
7194,barco,tren,3466220,281.33833766016875,4
7195,barco,tren,4696664,454.81384256614496,7
7196,barco,tren,9551742,891.3749050300834,14
7197,tren,barco,7657855,799.7513350189403,13
7198,barco,tren,8562349,577.2837858296158,9
7199,tren,barco,4489167,515.0754657042394,8
7200,tren,barco,7882018,637.092039862464,10
7201,barco,tren,8165098,766.7057054999202,12
7202,tren,barco,1778918,185.9071969515885,3
7203,barco,tren,1985097,246.28932565666338,4
7204,barco,tren,4701655,311.03787494906607,5
7205,tren,barco,7345923,696.7873673156663,11
7206,barco,tren,1669143,108.26162926020031,1
7207,tren,barco,8081112,772.1026028117909,12
7208,barco,tren,1436432,114.18954248842509,1
7209,tren,barco,3403492,475.03493286419285,7
7210,tren,barco,1092981,83.73302513032371,1
7211,barco,tren,4570331,467.88430025146255,7
7212,tren,barco,8174001,427.0624454860047,7
7213,tren,barco,9064337,932.9827374234951,15
7214,tren,barco,4089884,305.46177349292964,5
7215,barco,tren,3084563,150.82466771920437,2
7216,tren,barco,4724654,350.00160546007436,5
7217,tren,barco,5894485,549.6978163179375,9
7218,tren,barco,8749282,759.6512276101457,12
7219,tren,barco,9068442,1148.3136906278705,19
7220,tren,barco,8331251,646.1260335522584,10
7221,tren,barco,6465078,396.10395749379234,6
7222,tren,barco,1896428,199.55850711447764,3
7223,tren,barco,1955529,257.75905970203814,4
7224,barco,tren,2179297,117.90419874239477,1
7225,tren,barco,8512329,623.3954634413382,10
7226,tren,barco,4441136,508.289629499734,8
7227,barco,tren,7093413,473.81988917333473,7
7228,barco,tren,4248068,292.4481331111095,4
7229,tren,barco,1339160,228.80149031502896,3
7230,tren,barco,8815664,592.9731460332707,9
7231,barco,tren,5453090,674.2882849021569,11
7232,barco,tren,5430385,248.62118960123547,4
7233,tren,barco,5570675,570.3255206873754,9
7234,barco,tren,3662909,266.7152423566091,4
7235,tren,barco,2198742,246.62372309135966,4
7236,barco,tren,1317565,126.61734306444198,2
7237,tren,barco,4814931,661.8862908906334,11
7238,tren,barco,5297141,715.0835948163281,11
7239,barco,tren,6960007,403.4338974898809,6
7240,barco,tren,6688979,668.6184224117249,11
7241,tren,barco,4160876,435.98737867244296,7
7242,barco,tren,4645175,282.97191227295673,4
7243,tren,barco,2225355,150.99784330346222,2
7244,barco,tren,6503066,548.9138763554869,9
7245,tren,barco,6881520,795.3070795729528,13
7246,tren,barco,5793421,802.6987365582901,13
7247,tren,barco,4309670,533.4969947466652,8
7248,tren,barco,1625129,137.72409432405556,2
7249,barco,tren,4558247,255.99970787374156,4
7250,barco,tren,6035501,364.3978217436224,6
7251,tren,barco,1647557,182.1175900949798,3
7252,tren,barco,1657518,194.42766396196433,3
7253,barco,tren,4702751,445.1388788977931,7
7254,tren,barco,8357040,1027.167694917375,17
7255,barco,tren,1105555,105.29102228999348,1
7256,tren,barco,5555817,411.27702771531904,6
7257,barco,tren,5437757,478.4995255134852,7
7258,tren,barco,2592057,236.63224196976566,3
7259,barco,tren,5450504,254.3653332904875,4
7260,barco,tren,2147254,150.04663994284928,2
7261,tren,barco,9491348,941.0030145343636,15
7262,barco,tren,1665458,146.36946725639606,2
7263,barco,tren,7480395,472.85191233675647,7
7264,tren,barco,1778583,188.9425734956136,3
7265,barco,tren,9962020,598.0581571157463,9
7266,tren,barco,6819681,660.1128894350134,11
7267,barco,tren,2189108,141.49114886506075,2
7268,tren,barco,4955450,571.7136503445838,9
7269,tren,barco,1274391,117.15243307016901,1
7270,tren,barco,1716954,200.55483546342424,3
7271,tren,barco,1408542,170.6242697520486,2
7272,tren,barco,8340755,942.6568526859103,15
7273,tren,barco,3234513,332.9282503442827,5
7274,tren,barco,2039400,229.8067899745371,3
7275,tren,barco,7154694,565.7942668162541,9
7276,barco,tren,4674970,375.9518121988714,6
7277,barco,tren,2069798,220.54886321588657,3
7278,barco,tren,6277318,441.1592316325206,7
7279,barco,tren,9544045,536.5252344081495,8
7280,tren,barco,5904824,756.4801241908305,12
7281,barco,tren,3433964,283.56687433777154,4
7282,tren,barco,9316022,895.5079930929744,14
7283,barco,tren,4730627,309.6550748965814,5
7284,tren,barco,5186713,451.3647628358383,7
7285,tren,barco,2192445,193.86045382011062,3
7286,tren,barco,5074878,456.5750338603599,7
7287,barco,tren,8739712,453.8421071339823,7
7288,tren,barco,8151907,588.4909272624325,9
7289,barco,tren,6973700,357.46217298631643,5
7290,tren,barco,2786182,358.9275204056017,5
7291,barco,tren,9963268,1050.1614697530135,17
7292,barco,tren,3814732,172.85935554095326,2
7293,tren,barco,8451793,555.747613704994,9
7294,barco,tren,6623502,616.4290588994083,10
7295,tren,barco,4900391,581.1494610495896,9
7296,barco,tren,6722015,402.62080686690064,6
7297,barco,tren,9239870,685.1239951411295,11
7298,tren,barco,1147111,128.16603710503878,2
7299,barco,tren,7258816,475.5453225524056,7
7300,barco,tren,6336012,433.0877257415009,7
7301,tren,barco,6086070,540.5941089867904,9
7302,barco,tren,4059024,312.2026545022959,5
7303,barco,tren,3840921,361.8044559997932,6
7304,tren,barco,6454763,526.0493158109143,8
7305,barco,tren,4887054,377.2527639486675,6
7306,barco,tren,4587080,352.21099587911766,5
7307,tren,barco,5835916,492.0559849362483,8
7308,tren,barco,6647894,802.2503517487678,13
7309,tren,barco,8779560,951.9653821224695,15
7310,barco,tren,2159901,103.09978352105794,1
7311,barco,tren,5471233,679.0952705083603,11
7312,tren,barco,4159760,451.4851747880252,7
7313,tren,barco,9677241,1183.0903701649127,19
7314,barco,tren,6121131,629.9624021432609,10
7315,tren,barco,8524891,822.2827628495717,13
7316,barco,tren,6573071,400.72277077116456,6
7317,tren,barco,5124954,792.1181408643023,13
7318,barco,tren,6694724,353.8475348604571,5
7319,tren,barco,4881917,643.7546041200309,10
7320,barco,tren,2111150,162.09720340426796,2
7321,barco,tren,1656704,141.38435752999294,2
7322,tren,barco,9084119,727.4701359779807,12
7323,barco,tren,6762378,406.7522198850024,6
7324,barco,tren,7694280,624.892323300652,10
7325,barco,tren,7220379,435.0385589671982,7
7326,barco,tren,4110687,337.69490796623035,5
7327,barco,tren,5775978,218.49110380358002,3
7328,barco,tren,5709829,376.2098054541286,6
7329,tren,barco,8854746,759.4814774816299,12
7330,tren,barco,8687551,1054.6278945309327,17
7331,tren,barco,1798827,271.53118821833726,4
7332,tren,barco,8849091,957.8130913321171,15
7333,barco,tren,4970068,257.77503815538927,4
7334,barco,tren,8426342,753.8351539648139,12
7335,barco,tren,4059777,461.5006741746472,7
7336,barco,tren,6229160,444.97482598897653,7
7337,tren,barco,7901523,1112.8706078651644,18
7338,tren,barco,3701507,426.046040692065,7
7339,tren,barco,6940720,590.81785333358,9
7340,tren,barco,3998069,443.2955597724849,7
7341,tren,barco,7478597,613.0250358931505,10
7342,tren,barco,6937170,603.219285663274,10
7343,barco,tren,8347830,719.5746459772789,11
7344,tren,barco,3549942,364.42064924097167,6
7345,barco,tren,9426062,742.2325970922257,12
7346,barco,tren,9325720,617.7236085875352,10
7347,tren,barco,1013718,91.921011270052,1
7348,barco,tren,7757151,405.26279093848694,6
7349,barco,tren,2012728,238.3584001238013,3
7350,tren,barco,4726632,348.8378700758091,5
7351,barco,tren,1306792,124.78583581637385,2
7352,tren,barco,3457259,220.65610432729403,3
7353,barco,tren,9444214,567.2685852017628,9
7354,tren,barco,9553983,589.6974362047731,9
7355,barco,tren,2029554,133.27729135537294,2
7356,barco,tren,3238957,172.48842596104427,2
7357,tren,barco,5717729,550.8804359351474,9
7358,barco,tren,6403748,465.975042787523,7
7359,tren,barco,7709816,786.0806431032706,13
7360,barco,tren,5154545,279.97853213686994,4
7361,barco,tren,4572349,290.5328894378642,4
7362,barco,tren,3930442,245.27888397958333,4
7363,barco,tren,8734556,619.3499003788075,10
7364,barco,tren,4094908,397.6109968370228,6
7365,barco,tren,9874901,980.4492914916898,16
7366,tren,barco,7671252,709.2490949219991,11
7367,tren,barco,6171790,559.6349132614877,9
7368,tren,barco,2139015,287.5628946820193,4
7369,barco,tren,3422329,328.9989916480609,5
7370,tren,barco,5517721,477.2734922797465,7
7371,barco,tren,5531618,307.4215898944058,5
7372,tren,barco,4357359,444.98096035211626,7
7373,barco,tren,6436127,514.3121119988546,8
7374,barco,tren,1484777,117.74190091473892,1
7375,tren,barco,5812747,595.5288947358241,9
7376,tren,barco,1498732,169.21929844295352,2
7377,barco,tren,4844056,226.0533907193235,3
7378,tren,barco,2263441,280.60147050440764,4
7379,tren,barco,5848657,591.2869485323613,9
7380,tren,barco,2108167,162.24581002711383,2
7381,barco,tren,2247081,255.94649808467926,4
